name,type,coef_pred,ci_pred,p_pred,coef_imd,ci_imd,p_imd,coef_int,ci_int,p_int,n_practices,n_obs,error
met_tmin_values_x_imd,continuous_interaction,0.3289202161380178,"(np.float64(0.10476851191780767), np.float64(0.5535738343754426))",0.0040076787070258794,1.6337620457775204,"(np.float64(0.9316796008388639), np.float64(2.3407281879006536))",4.604671081608346e-06,0.13057106796852125,"(np.float64(0.062046444065866346), np.float64(0.19914261899538488))",0.00018712295046586152,9132,1190881,
aqrean_carbon_monoxide_values,continuous,1.2219209433132372,"(np.float64(1.1210572992398804), np.float64(1.3228851942726827))",5.346082171457553e-126,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_carbon_monoxide_values_x_imd,continuous_interaction,1.2052519681654772,"(np.float64(1.1022664322914766), np.float64(1.3083424079251227))",1.0737206117164871e-117,3.4141101997927192,"(np.float64(2.0555958758268877), np.float64(4.790708403947397))",6.497998016653565e-07,-0.07979710841946597,"(np.float64(-0.16680156526188705), np.float64(0.007283172654060088))",0.07247813631667406,9985,881319,
aqrean_daqi_overall_values,continuous,-0.11171042449139579,"(np.float64(-0.20075215494458343), np.float64(-0.02258925025547809))",0.014030871536040084,,"(nan, nan)",,,"(nan, nan)",,9965,872135,
aqrean_daqi_overall_values_x_imd,continuous_interaction,-0.1040450248988356,"(np.float64(-0.19319677252460643), np.float64(-0.014813643081335037))",0.022302521644207336,3.215077231884278,"(np.float64(1.8565397166074415), np.float64(4.591734586943108))",2.853477799892573e-06,0.16449785867529432,"(np.float64(0.09151918235354994), np.float64(0.23752974517150527))",9.875348753380612e-06,9965,872135,
aqrean_nitrogen_monoxide_values,continuous,1.153255678572962,"(np.float64(1.0371014525625055), np.float64(1.2695434377512083))",3.3671628135802e-85,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_nitrogen_monoxide_values_x_imd,continuous_interaction,1.1073240863535672,"(np.float64(0.988530865438797), np.float64(1.2262570442188148))",2.762450456340307e-75,3.3652216653160982,"(np.float64(2.0073179879213754), np.float64(4.741201520317007))",9.314391286605478e-07,-0.16898119298897063,"(np.float64(-0.25771052492391533), np.float64(-0.08017292869357817))",0.0001931172913637687,9985,881319,
aqrean_nitrogen_dioxide_values,continuous,1.0461809644681352,"(np.float64(0.904356488391489), np.float64(1.1882047796290207))",8.661664567868567e-48,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_nitrogen_dioxide_values_x_imd,continuous_interaction,1.0233436651586159,"(np.float64(0.8810665467622547), np.float64(1.1658214433924563))",1.639390750142593e-45,3.256013178999262,"(np.float64(1.899474140306312), np.float64(4.630611174119825))",2.0475300879539893e-06,-0.1973592911765243,"(np.float64(-0.3008471811455693), np.float64(-0.09376398060192415))",0.00018983471254273976,9985,881319,
aqrean_daqi_nitrogen_dioxide_values,continuous,0.32444983185557774,"(np.float64(0.22394493268813598), np.float64(0.42505551766403027))",2.385259003372223e-10,,"(nan, nan)",,,"(nan, nan)",,9965,872135,
aqrean_daqi_nitrogen_dioxide_values_x_imd,continuous_interaction,0.30152267686434087,"(np.float64(0.19945495088693477), np.float64(0.40369437367364647))",6.800287890293456e-09,3.13955400218191,"(np.float64(1.7818621434552373), np.float64(4.515356427412609))",4.823705372590553e-06,-0.09745234943154824,"(np.float64(-0.1863345713482567), np.float64(-0.008490979541064814))",0.03179782486434427,9965,872135,
aqrean_nox_expressed_as_nitrogen_dioxide_values,continuous,1.2288129396162084,"(np.float64(1.1042641068512715), np.float64(1.3535152022278396))",3.302819988678879e-84,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_nox_expressed_as_nitrogen_dioxide_values_x_imd,continuous_interaction,1.180213931730445,"(np.float64(1.0530670056294156), np.float64(1.3075208365564972))",1.024126858196283e-74,3.3567343812981765,"(np.float64(1.9989164951150773), np.float64(4.732627649802867))",9.914250258306865e-07,-0.18041389356849846,"(np.float64(-0.2728939986289869), np.float64(-0.08784802877652709))",0.0001343444266224857,9985,881319,
aqrean_ozone_values,continuous,-1.2662789925488305,"(np.float64(-1.3821279864441927), np.float64(-1.1502939078099628))",1.9543114562256069e-100,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_ozone_values_x_imd,continuous_interaction,-1.3038516637394415,"(np.float64(-1.4198497397859056), np.float64(-1.18771709415334))",4.651246063898312e-106,3.5085861712871758,"(np.float64(2.1488732844837433), np.float64(4.886398319248286))",3.1994766239502355e-07,0.3524355105257282,"(np.float64(0.2807988611973844), np.float64(0.42412333425221327))",4.63220808352898e-22,9985,881319,
aqrean_daqi_ozone_values,continuous,-1.0673870712287425,"(np.float64(-1.1624899419714008), np.float64(-0.9721926911388845))",5.091313509524534e-106,,"(nan, nan)",,,"(nan, nan)",,9965,872135,
aqrean_daqi_ozone_values_x_imd,continuous_interaction,-1.100575920168978,"(np.float64(-1.1958388831808553), np.float64(-1.0052211084736196))",3.4959673608079703e-112,3.609685848293953,"(np.float64(2.245912202799394), np.float64(4.991649742338056))",1.5594370633713942e-07,0.34091145107746357,"(np.float64(0.2689878442726057), np.float64(0.41288664916019346))",1.371356483831552e-20,9965,872135,
aqrean_pm2p5_values,continuous,0.3419855769157598,"(np.float64(0.25011912144317083), np.float64(0.4339362162847138))",2.765408745851719e-13,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_pm2p5_values_x_imd,continuous_interaction,0.3411850767438551,"(np.float64(0.24930965717080422), np.float64(0.43314469732289584))",3.157311770946099e-13,3.2144526221100644,"(np.float64(1.858523986618743), np.float64(4.588431219377642))",2.742278840751934e-06,0.008035178000365129,"(np.float64(-0.06505271912791155), np.float64(0.08117652830847977))",0.8294511661399113,9985,881319,
aqrean_daqi_pm2p5_values,continuous,0.3468334184469679,"(np.float64(0.2456999363671164), np.float64(0.44806892965330025))",1.698134799582543e-11,,"(nan, nan)",,,"(nan, nan)",,9965,872135,
aqrean_daqi_pm2p5_values_x_imd,continuous_interaction,0.34827612183596646,"(np.float64(0.24704396153087949), np.float64(0.44961050909833045))",1.4650323971421432e-11,3.2064342201123086,"(np.float64(1.8480625774681014), np.float64(4.582922785875576))",3.0283597816552213e-06,0.010821828603257977,"(np.float64(-0.06322754404387565), np.float64(0.0849260690378495))",0.77461368115655,9965,872135,
aqrean_pm10_values,continuous,0.08594893651088231,"(np.float64(-0.004622899008188686), np.float64(0.17660280839630893))",0.06290222219033773,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_pm10_values_x_imd,continuous_interaction,0.08542441034571358,"(np.float64(-0.005167178551146456), np.float64(0.17609807184317816))",0.06458448170892982,3.231599142839814,"(np.float64(1.875445639908535), np.float64(4.6058055957431066))",2.430720236893791e-06,0.005706231296032094,"(np.float64(-0.06813205231857022), np.float64(0.0795990730034335))",0.8796486377930239,9985,881319,
aqrean_daqi_pm10_values,continuous,-0.044522914921496515,"(np.float64(-0.1410819044005862), np.float64(0.05212944266759223))",0.36647661123487774,,"(nan, nan)",,,"(nan, nan)",,9965,872135,
aqrean_daqi_pm10_values_x_imd,continuous_interaction,-0.04383581167266559,"(np.float64(-0.14055356936480967), np.float64(0.052975620929429645))",0.37470292136315575,3.1960652844475135,"(np.float64(1.8377794631960098), np.float64(4.572467568783112))",3.257953504426071e-06,0.024916743419045595,"(np.float64(-0.050429984761490854), np.float64(0.10032027153823453))",0.5169941751812303,9965,872135,
aqrean_sulfur_dioxide_values,continuous,0.33086423822339395,"(np.float64(0.2336525324773353), np.float64(0.4281702248371655))",2.4122241912764406e-11,,"(nan, nan)",,,"(nan, nan)",,9985,881319,
aqrean_sulfur_dioxide_values_x_imd,continuous_interaction,0.35039276157802224,"(np.float64(0.252117875907909), np.float64(0.44876398389779304))",2.6164050002734976e-12,3.328834711695272,"(np.float64(1.9712160718175387), np.float64(4.704528338244196))",1.2178054957137946e-06,0.09709491191407515,"(np.float64(0.005040472821971065), np.float64(0.18923408693265475))",0.038702637462923135,9985,881319,
aqrean_daqi_sulfur_dioxide_values,continuous,-0.06170483041968433,"(np.float64(-0.1303599422287971), np.float64(0.006997478158887738))",0.07834017457171016,,"(nan, nan)",,,"(nan, nan)",,9965,872135,
aqrean_daqi_sulfur_dioxide_values_x_imd,continuous_interaction,-0.06568703358453831,"(np.float64(-0.1407186076175071), np.float64(0.009400917151958232))",0.08640766286189264,3.186137667130229,"(np.float64(1.8280103937307723), np.float64(4.562378912153187))",3.4889255892261567e-06,-0.016010221906770372,"(np.float64(-0.12434475683573698), np.float64(0.09244182285410574))",0.7722192864032613,9965,872135,
